CustomerID,Gender,Age,Tenure,Contract,InternetService,TechSupport,PaymentMethod,NumProducts,NumSupportTickets,MonthlyCharges,TotalCharges,Churn
CUST0295,Male,70,48,Month-to-month,Fiber optic,Yes,Bank transfer,1,1,38.9,1919.99,0
CUST0296,Female,49,39,One year,DSL,Yes,Mailed check,2,1,107.54,4323.85,0
CUST0297,Female,59,42,One year,DSL,Yes,Credit card,1,4,107.72,4771.99,1
CUST0298,Male,59,26,Month-to-month,DSL,No,Mailed check,1,3,106.8,2839.58,1
CUST0299,Male,20,50,One year,Fiber optic,No,Mailed check,1,2,42.36,2072.93,0
CUST0300,Male,73,25,Two year,Fiber optic,Yes,Credit card,2,1,64.03,1493.14,0
CUST0301,Female,43,24,Two year,Fiber optic,No,Mailed check,2,0,118.47,3072.38,0
CUST0302,Female,32,13,One year,Fiber optic,No,Electronic check,2,0,96.75,1154.47,1
CUST0303,Female,34,60,Two year,Fiber optic,No,Credit card,2,1,20.77,1318.11,0
CUST0304,Male,44,7,One year,DSL,Yes,Credit card,4,2,24.65,158.75,0
CUST0305,Male,35,57,Month-to-month,Fiber optic,No,Credit card,2,1,65.32,3863.23,1
CUST0306,Female,68,36,One year,DSL,No,Bank transfer,1,0,110.74,4282.14,0
CUST0307,Female,36,45,Month-to-month,No,No,Bank transfer,1,3,72.95,3005.73,1
CUST0308,Male,29,20,Month-to-month,Fiber optic,No,Bank transfer,2,1,68.78,1194.0,1
CUST0309,Female,41,65,Month-to-month,Fiber optic,No,Bank transfer,3,0,28.76,1662.44,0
CUST0310,Male,22,8,Two year,Fiber optic,No,Credit card,1,0,84.99,701.54,0
CUST0311,Male,41,16,One year,No,No,Electronic check,3,0,101.85,1800.44,0
CUST0312,Male,44,14,One year,No,No,Mailed check,1,1,56.8,686.65,0
CUST0313,Female,65,15,Month-to-month,Fiber optic,No,Mailed check,2,2,97.11,1558.97,0
CUST0314,Female,47,66,Month-to-month,DSL,Yes,Credit card,3,0,116.38,7315.43,0
CUST0315,Male,32,32,Month-to-month,No,Yes,Electronic check,1,1,38.78,1232.97,0
CUST0316,Male,64,63,One year,DSL,No,Mailed check,2,2,71.38,5075.51,0
CUST0317,Female,55,51,Month-to-month,No,No,Electronic check,1,1,47.29,2290.22,1
CUST0318,Male,61,25,Month-to-month,Fiber optic,No,Credit card,3,1,98.87,2446.05,1
CUST0319,Female,51,58,Month-to-month,No,No,Bank transfer,1,0,76.91,3809.97,0
CUST0320,Female,44,63,One year,No,Yes,Electronic check,3,0,82.73,4557.78,0
CUST0321,Female,37,62,Two year,DSL,No,Mailed check,1,1,99.39,5715.9,0
CUST0322,Male,58,22,One year,Fiber optic,Yes,Mailed check,3,0,58.39,1102.63,0
CUST0323,Male,49,58,Month-to-month,DSL,No,Mailed check,2,3,111.34,6712.24,0
CUST0324,Male,21,58,Month-to-month,DSL,No,Bank transfer,3,2,72.37,4104.78,1
CUST0325,Male,22,49,Month-to-month,Fiber optic,Yes,Electronic check,1,2,34.11,1695.53,0
CUST0326,Female,70,52,Month-to-month,DSL,Yes,Electronic check,4,0,88.98,4175.34,0
CUST0327,Male,25,42,Month-to-month,Fiber optic,Yes,Mailed check,1,1,98.91,3899.9,0
CUST0328,Female,39,70,Month-to-month,No,Yes,Electronic check,1,3,50.31,3694.78,1
CUST0329,Male,59,15,Month-to-month,Fiber optic,No,Mailed check,2,0,105.43,1802.21,0
CUST0330,Male,24,54,Month-to-month,DSL,Yes,Electronic check,1,2,110.43,5158.93,0
CUST0331,Male,39,60,Month-to-month,No,Yes,Bank transfer,1,1,46.24,3099.32,0
CUST0332,Male,63,8,One year,No,Yes,Bank transfer,4,0,118.32,968.39,1
CUST0333,Male,47,53,Two year,Fiber optic,No,Credit card,4,0,32.35,1747.43,0
CUST0334,Female,54,60,Two year,Fiber optic,Yes,Credit card,2,0,38.61,2316.79,0
CUST0335,Male,33,5,Month-to-month,No,Yes,Credit card,4,0,36.79,160.19,0
CUST0336,Male,32,68,Month-to-month,DSL,No,Electronic check,2,1,109.19,6511.38,0
CUST0337,Male,22,6,Two year,No,Yes,Bank transfer,1,2,84.74,523.83,0
CUST0338,Male,20,47,Month-to-month,No,Yes,Bank transfer,3,3,33.51,1499.82,0
CUST0339,Male,40,55,Two year,No,No,Bank transfer,2,0,62.91,3893.18,0
CUST0340,Female,27,40,One year,DSL,Yes,Mailed check,4,4,80.76,3139.88,1
CUST0341,Male,22,52,Two year,No,No,Electronic check,1,1,26.51,1231.0,0
CUST0342,Female,40,16,Two year,Fiber optic,No,Electronic check,2,0,108.01,1839.48,0
CUST0343,Male,32,13,One year,Fiber optic,No,Credit card,1,1,99.97,1219.04,1
CUST0344,Female,35,30,One year,No,Yes,Mailed check,1,2,69.53,2101.84,0
CUST0345,Male,42,19,Month-to-month,DSL,No,Mailed check,1,3,116.65,2347.89,0
CUST0346,Male,25,17,Month-to-month,Fiber optic,No,Bank transfer,4,1,60.61,1154.1,0
CUST0347,Female,48,63,Month-to-month,No,Yes,Credit card,3,1,118.38,8111.68,0
CUST0348,Male,38,19,Month-to-month,No,Yes,Electronic check,3,1,86.13,1723.05,0
CUST0349,Female,19,58,Month-to-month,No,No,Mailed check,2,1,82.74,5057.53,1
CUST0350,Male,39,55,Month-to-month,DSL,No,Bank transfer,1,2,34.93,2178.16,0
CUST0351,Female,25,62,Two year,Fiber optic,No,Electronic check,1,0,107.96,6283.52,0
CUST0352,Female,40,23,Month-to-month,DSL,No,Bank transfer,1,3,61.6,1204.75,1
CUST0353,Female,49,9,Month-to-month,Fiber optic,No,Electronic check,2,0,34.55,289.68,1
CUST0354,Male,25,12,Month-to-month,DSL,Yes,Bank transfer,3,4,19.29,211.89,0
CUST0355,Female,21,1,Month-to-month,Fiber optic,No,Electronic check,2,1,75.1,78.75,0
CUST0356,Male,47,58,Month-to-month,Fiber optic,No,Credit card,1,1,71.79,4330.85,0
CUST0357,Female,36,1,Two year,No,No,Electronic check,1,0,91.37,93.93,0
CUST0358,Female,40,34,One year,Fiber optic,Yes,Electronic check,1,2,108.81,3162.64,0
CUST0359,Female,35,48,Month-to-month,Fiber optic,Yes,Electronic check,2,2,26.1,1338.78,0
CUST0360,Male,70,1,Month-to-month,Fiber optic,Yes,Bank transfer,4,2,92.61,87.71,0
CUST0361,Male,46,16,Month-to-month,Fiber optic,No,Mailed check,2,1,37.12,623.33,0
CUST0362,Male,40,61,Two year,Fiber optic,No,Electronic check,3,3,105.53,6546.59,0
CUST0363,Female,50,64,Month-to-month,DSL,Yes,Electronic check,2,3,101.54,6191.95,0
CUST0364,Male,69,63,Month-to-month,Fiber optic,Yes,Credit card,2,2,73.16,4103.8,0
CUST0365,Male,64,69,Month-to-month,No,No,Electronic check,1,1,90.44,5481.07,0
CUST0366,Female,35,22,Two year,DSL,No,Credit card,3,1,50.06,1210.85,0
CUST0367,Female,71,67,Month-to-month,DSL,No,Electronic check,3,1,66.06,4981.57,0
CUST0368,Male,61,26,Two year,Fiber optic,Yes,Bank transfer,1,1,101.81,2766.01,0
CUST0369,Male,50,16,Month-to-month,No,Yes,Mailed check,2,0,64.85,914.16,0
CUST0370,Male,24,51,One year,DSL,No,Mailed check,2,3,54.5,2697.81,0
CUST0371,Female,68,57,One year,No,No,Mailed check,2,3,68.41,4167.19,1
CUST0372,Female,45,29,Month-to-month,No,Yes,Bank transfer,4,3,102.48,3221.4,0
CUST0373,Female,18,69,Month-to-month,DSL,No,Credit card,2,0,52.19,3188.66,0
CUST0374,Female,73,47,Month-to-month,DSL,No,Mailed check,2,1,35.72,1427.03,0
CUST0375,Female,56,62,Month-to-month,Fiber optic,No,Bank transfer,1,0,90.63,5976.66,1
CUST0376,Male,51,69,Two year,No,Yes,Bank transfer,1,0,102.25,6751.73,0
CUST0377,Male,56,16,Month-to-month,Fiber optic,No,Electronic check,1,1,28.27,419.0,1
CUST0378,Male,36,48,One year,Fiber optic,No,Credit card,1,1,42.47,1740.66,0
CUST0379,Female,48,39,Month-to-month,DSL,No,Bank transfer,3,1,32.48,1282.03,0
CUST0380,Female,30,33,Month-to-month,Fiber optic,No,Credit card,3,0,53.49,1951.12,0
CUST0381,Male,74,23,One year,Fiber optic,No,Mailed check,1,2,63.94,1672.52,0
CUST0382,Male,41,10,One year,DSL,No,Mailed check,3,1,94.38,962.42,0
CUST0383,Male,22,69,Month-to-month,Fiber optic,No,Mailed check,1,3,84.42,5850.25,1
CUST0384,Female,40,34,Month-to-month,DSL,No,Electronic check,1,1,81.33,2421.0,1
CUST0385,Female,36,52,Month-to-month,Fiber optic,No,Electronic check,1,2,53.94,2846.0,0
CUST0386,Female,18,10,Two year,DSL,Yes,Credit card,2,1,103.83,1000.91,0
CUST0387,Female,50,19,Month-to-month,DSL,No,Credit card,1,1,66.07,1295.68,0
CUST0388,Female,67,58,Month-to-month,No,No,Electronic check,2,1,117.87,6608.24,1
CUST0389,Male,73,1,One year,DSL,Yes,Bank transfer,2,2,82.68,76.24,1
CUST0390,Male,50,69,Month-to-month,Fiber optic,Yes,Credit card,4,1,30.88,1871.82,0
CUST0391,Female,49,4,Month-to-month,DSL,Yes,Credit card,1,1,86.97,328.56,0
CUST0392,Female,45,16,Month-to-month,DSL,No,Mailed check,1,2,51.16,719.51,1
CUST0393,Male,54,24,Two year,Fiber optic,No,Credit card,1,2,88.01,1907.5,0
CUST0394,Female,58,2,Two year,DSL,No,Credit card,2,0,25.1,57.54,0
CUST0395,Female,29,32,One year,DSL,No,Bank transfer,1,2,35.84,1127.65,0
CUST0396,Male,26,24,Month-to-month,No,No,Credit card,3,0,105.29,2551.12,1
CUST0397,Female,67,12,One year,DSL,No,Bank transfer,2,0,41.17,549.41,0
CUST0398,Female,72,50,Month-to-month,DSL,No,Mailed check,2,1,103.38,5937.48,1
CUST0399,Male,28,35,Month-to-month,No,No,Electronic check,2,2,46.49,1667.53,1
CUST0400,Female,50,33,Two year,DSL,No,Mailed check,1,1,83.57,3016.33,0
CUST0401,Female,36,33,Month-to-month,Fiber optic,No,Bank transfer,1,1,88.8,2778.26,0
CUST0402,Male,71,61,Month-to-month,DSL,No,Bank transfer,1,2,70.29,4037.82,0
CUST0403,Male,74,51,Two year,DSL,No,Credit card,2,0,49.14,2432.99,0
CUST0404,Female,59,43,One year,Fiber optic,No,Credit card,1,1,39.69,1794.99,0
CUST0405,Male,51,12,Month-to-month,No,Yes,Electronic check,1,2,21.39,270.71,0
CUST0406,Male,24,67,Month-to-month,DSL,Yes,Bank transfer,4,3,49.0,3101.03,0
CUST0407,Female,48,65,Month-to-month,Fiber optic,No,Bank transfer,1,0,84.62,4895.06,1
CUST0408,Male,69,33,Month-to-month,DSL,No,Mailed check,3,0,113.71,3901.47,0
CUST0409,Female,19,40,Month-to-month,DSL,No,Electronic check,3,1,106.86,3797.79,0
CUST0410,Male,36,43,Month-to-month,No,No,Mailed check,1,1,96.14,4231.37,0
CUST0411,Male,55,44,Two year,DSL,No,Credit card,1,1,98.42,4581.76,0
CUST0412,Female,49,29,Month-to-month,No,No,Credit card,1,0,85.83,2638.87,1
CUST0413,Female,27,13,Month-to-month,DSL,No,Mailed check,2,1,44.55,623.19,0
CUST0414,Female,58,12,Month-to-month,No,No,Credit card,2,1,110.53,1474.72,0
CUST0415,Male,25,46,Month-to-month,Fiber optic,No,Mailed check,3,1,86.41,3974.81,0
CUST0416,Female,43,2,Month-to-month,No,Yes,Bank transfer,4,0,75.16,160.7,0
CUST0417,Female,47,35,Two year,DSL,No,Bank transfer,2,0,29.32,1062.89,0
CUST0418,Male,28,8,Two year,Fiber optic,Yes,Credit card,1,2,63.6,460.97,0
CUST0419,Male,58,26,Month-to-month,Fiber optic,Yes,Electronic check,1,0,64.96,1448.63,1
CUST0420,Male,37,34,Two year,Fiber optic,Yes,Bank transfer,3,1,106.19,3377.09,0
CUST0421,Female,37,7,Month-to-month,No,No,Credit card,1,2,73.76,507.5,0
CUST0422,Male,26,68,One year,Fiber optic,Yes,Electronic check,1,0,56.8,3998.09,0
CUST0423,Male,25,58,Month-to-month,No,Yes,Credit card,3,2,117.63,7538.82,0
CUST0424,Female,32,29,Two year,Fiber optic,Yes,Mailed check,2,1,29.29,772.01,0
CUST0425,Male,51,36,Month-to-month,Fiber optic,Yes,Credit card,4,0,61.1,1952.51,1
CUST0426,Male,41,21,One year,No,Yes,Mailed check,2,1,22.29,533.18,0
CUST0427,Female,50,36,One year,DSL,Yes,Bank transfer,1,2,93.47,2969.25,0
CUST0428,Male,58,10,Month-to-month,Fiber optic,Yes,Bank transfer,4,0,111.64,1109.2,1
CUST0429,Female,58,24,Month-to-month,No,Yes,Credit card,1,1,46.56,1146.12,1
CUST0430,Female,62,64,Month-to-month,Fiber optic,Yes,Electronic check,1,1,105.55,6839.05,1
CUST0431,Female,57,49,One year,DSL,No,Credit card,2,1,47.81,2051.75,0
CUST0432,Female,44,36,Month-to-month,Fiber optic,No,Credit card,1,0,110.9,3461.84,1
CUST0433,Female,38,24,One year,No,No,Bank transfer,2,0,94.9,2008.03,0
CUST0434,Male,22,23,Two year,No,No,Bank transfer,1,0,100.1,2361.41,0
CUST0435,Female,52,62,Month-to-month,No,Yes,Credit card,2,1,19.84,1246.44,0
CUST0436,Female,38,37,Month-to-month,Fiber optic,Yes,Bank transfer,2,0,116.21,3956.31,0
CUST0437,Female,21,12,One year,Fiber optic,No,Mailed check,3,0,92.12,1151.13,0
CUST0438,Female,66,55,One year,DSL,No,Credit card,3,3,49.08,2958.6,0
CUST0439,Male,65,13,Two year,DSL,No,Bank transfer,1,1,102.6,1150.37,0
CUST0440,Male,33,23,Month-to-month,DSL,No,Credit card,2,2,46.72,1073.96,1
CUST0441,Male,74,30,Month-to-month,DSL,Yes,Bank transfer,2,0,107.02,3392.94,0
CUST0442,Female,48,17,Two year,No,No,Mailed check,1,0,29.48,463.92,0
CUST0443,Male,43,62,Two year,No,No,Mailed check,3,2,89.78,5245.36,0
CUST0444,Male,69,13,One year,Fiber optic,No,Credit card,3,0,73.15,983.37,0
CUST0445,Female,52,59,Month-to-month,No,No,Mailed check,1,2,27.85,1839.31,1
CUST0446,Female,23,19,Month-to-month,No,Yes,Mailed check,2,1,42.67,886.11,0
CUST0447,Male,50,49,Month-to-month,Fiber optic,No,Bank transfer,1,3,19.27,967.78,1
CUST0448,Male,38,12,Two year,Fiber optic,Yes,Credit card,2,2,65.81,844.26,0
CUST0449,Male,33,61,Month-to-month,DSL,Yes,Bank transfer,1,1,48.73,2851.98,0
CUST0450,Male,64,19,One year,Fiber optic,No,Bank transfer,4,2,79.03,1565.07,0
CUST0451,Female,56,9,One year,DSL,Yes,Electronic check,3,1,48.32,430.47,0
CUST0452,Female,51,71,Month-to-month,Fiber optic,No,Mailed check,2,1,48.59,3128.98,0
CUST0453,Female,59,28,Month-to-month,No,No,Bank transfer,2,0,93.81,2785.65,0
CUST0454,Female,74,52,One year,DSL,No,Bank transfer,4,1,22.91,1211.5,0
CUST0455,Female,32,16,Month-to-month,DSL,Yes,Bank transfer,2,1,110.1,1686.88,0
CUST0456,Male,23,69,Month-to-month,Fiber optic,No,Mailed check,1,2,104.93,8133.62,0
CUST0457,Female,19,12,Month-to-month,Fiber optic,No,Mailed check,2,0,86.12,884.91,0
CUST0458,Female,41,25,Two year,DSL,No,Mailed check,3,2,78.51,1854.27,0
CUST0459,Male,73,52,Two year,DSL,No,Credit card,2,1,109.01,4914.97,0
CUST0460,Female,66,53,One year,No,No,Bank transfer,2,1,36.9,2112.07,0
CUST0461,Male,45,23,One year,DSL,No,Mailed check,3,0,26.05,635.48,0
CUST0462,Female,18,16,Month-to-month,No,No,Bank transfer,3,0,42.43,644.53,0
CUST0463,Female,18,57,One year,Fiber optic,No,Credit card,4,0,99.05,5943.38,0
CUST0464,Female,45,39,Two year,Fiber optic,No,Electronic check,1,0,21.54,813.83,0
CUST0465,Male,53,53,Month-to-month,DSL,No,Credit card,2,1,77.45,4420.42,0
CUST0466,Female,37,42,Month-to-month,Fiber optic,No,Mailed check,3,0,119.53,4951.26,0
CUST0467,Male,65,58,Two year,No,No,Mailed check,3,0,105.28,5945.55,0
CUST0468,Female,25,39,One year,DSL,No,Credit card,2,2,71.19,3138.51,0
CUST0469,Female,18,14,Month-to-month,DSL,No,Bank transfer,1,1,24.49,317.24,0
CUST0470,Male,43,5,Two year,DSL,No,Mailed check,3,1,102.8,455.47,0
CUST0471,Male,68,35,Month-to-month,Fiber optic,Yes,Mailed check,3,3,79.1,2838.72,0
CUST0472,Female,60,18,Month-to-month,Fiber optic,No,Credit card,1,2,29.72,610.28,0
CUST0473,Male,66,9,One year,DSL,No,Bank transfer,2,1,27.57,239.04,0
CUST0474,Female,42,58,Month-to-month,DSL,Yes,Credit card,1,0,110.78,5581.03,0
CUST0475,Female,27,17,One year,Fiber optic,No,Credit card,1,0,86.26,1395.73,1
CUST0476,Male,29,7,Month-to-month,No,Yes,Bank transfer,1,1,102.59,719.41,0
CUST0477,Male,58,46,Month-to-month,Fiber optic,Yes,Bank transfer,2,1,107.66,4450.08,1
CUST0478,Male,24,13,Month-to-month,DSL,No,Electronic check,2,1,76.32,1039.22,1
CUST0479,Female,29,40,One year,DSL,No,Credit card,2,1,70.78,3253.97,0
CUST0480,Male,64,42,Month-to-month,Fiber optic,No,Bank transfer,2,0,61.9,2562.16,0
CUST0481,Female,57,9,Two year,DSL,Yes,Mailed check,3,1,50.33,433.23,0
CUST0482,Male,34,50,One year,Fiber optic,Yes,Electronic check,1,2,62.33,3023.66,0
CUST0483,Male,22,27,Month-to-month,Fiber optic,No,Credit card,1,2,96.94,2315.19,0
CUST0484,Male,31,66,Month-to-month,DSL,Yes,Bank transfer,3,2,79.4,5842.95,0
CUST0485,Male,51,5,Two year,Fiber optic,No,Electronic check,1,0,109.04,531.27,0
CUST0486,Male,65,29,Month-to-month,Fiber optic,No,Electronic check,4,2,63.22,1771.38,1
CUST0487,Female,34,37,Month-to-month,Fiber optic,No,Mailed check,3,0,79.92,3098.7,0
CUST0488,Male,52,38,Month-to-month,No,Yes,Electronic check,2,1,82.39,3076.38,0
CUST0489,Male,72,8,Month-to-month,Fiber optic,Yes,Credit card,4,2,78.35,654.67,0
CUST0490,Female,18,65,Month-to-month,Fiber optic,No,Bank transfer,1,3,89.67,5061.71,0
CUST0491,Female,67,17,One year,Fiber optic,Yes,Electronic check,1,2,42.22,785.29,0
CUST0492,Female,67,71,Two year,DSL,No,Electronic check,2,0,70.26,5647.69,0
CUST0493,Female,53,45,Month-to-month,DSL,No,Credit card,2,0,28.63,1345.85,0
CUST0494,Male,32,4,Two year,No,Yes,Mailed check,4,2,57.22,260.09,0
CUST0495,Male,36,36,Two year,No,Yes,Mailed check,1,2,67.74,2183.63,0
CUST0496,Female,68,70,Two year,Fiber optic,Yes,Bank transfer,2,1,84.53,5877.01,0
CUST0497,Male,59,31,Two year,Fiber optic,No,Credit card,2,1,114.95,3672.28,0
CUST0498,Female,22,19,Two year,DSL,Yes,Mailed check,2,1,79.27,1543.06,0
CUST0499,Female,36,61,One year,Fiber optic,No,Bank transfer,1,0,93.85,5555.62,0
CUST0500,Male,60,54,Month-to-month,No,No,Bank transfer,2,1,69.64,3577.89,0
CUST0501,Male,56,39,Month-to-month,No,Yes,Mailed check,3,1,82.68,2863.53,0
CUST0502,Female,22,19,Two year,DSL,Yes,Credit card,1,1,25.24,463.99,0
CUST0503,Male,69,39,Month-to-month,DSL,No,Electronic check,3,1,43.95,1540.59,0
CUST0504,Female,29,67,Month-to-month,Fiber optic,No,Mailed check,2,3,54.91,3937.64,0
CUST0505,Female,36,45,Month-to-month,Fiber optic,No,Electronic check,3,1,66.19,2718.37,0
CUST0506,Female,64,13,Two year,Fiber optic,Yes,Electronic check,3,1,22.66,255.57,0
CUST0507,Female,29,58,One year,Fiber optic,No,Credit card,1,2,32.28,1901.65,0
CUST0508,Male,53,20,Month-to-month,DSL,Yes,Credit card,2,1,46.24,951.22,0
CUST0509,Female,29,61,Month-to-month,Fiber optic,No,Bank transfer,3,3,117.1,7940.08,1
CUST0510,Female,35,39,One year,Fiber optic,Yes,Credit card,2,0,51.8,2066.86,0
CUST0511,Female,66,1,Month-to-month,No,No,Bank transfer,4,2,67.17,64.06,0
CUST0512,Male,68,3,One year,No,Yes,Mailed check,2,2,38.0,124.36,0
CUST0513,Female,65,62,Month-to-month,Fiber optic,No,Electronic check,1,0,80.3,5038.76,0
CUST0514,Female,60,63,Two year,Fiber optic,No,Credit card,2,0,46.63,2566.91,0
CUST0515,Male,51,25,Month-to-month,Fiber optic,Yes,Mailed check,4,2,39.11,997.07,0
CUST0516,Female,65,56,One year,No,No,Bank transfer,1,3,70.69,4443.2,0
CUST0517,Female,50,33,One year,DSL,Yes,Credit card,3,1,18.56,593.43,0
CUST0518,Female,66,38,Month-to-month,No,Yes,Electronic check,3,2,18.78,670.03,0
CUST0519,Female,35,6,Month-to-month,DSL,No,Mailed check,2,1,40.35,216.21,0
CUST0520,Male,74,58,Month-to-month,DSL,Yes,Credit card,1,1,21.75,1129.59,0
CUST0521,Male,46,44,Two year,Fiber optic,No,Credit card,3,1,29.02,1251.13,0
CUST0522,Male,62,45,Month-to-month,Fiber optic,No,Mailed check,1,0,52.56,2433.09,0
CUST0523,Female,22,32,One year,DSL,Yes,Bank transfer,3,1,99.86,2793.47,0
CUST0524,Male,42,45,Two year,Fiber optic,No,Bank transfer,2,0,76.35,3888.82,0
CUST0525,Male,41,61,Two year,No,Yes,Credit card,2,1,70.29,4615.87,0
CUST0526,Female,46,47,One year,DSL,No,Bank transfer,3,0,47.94,2311.73,0
CUST0527,Male,55,21,One year,Fiber optic,No,Bank transfer,2,1,113.04,2607.74,0
CUST0528,Male,50,36,Two year,DSL,No,Mailed check,2,3,58.5,1840.76,1
CUST0529,Male,27,19,Two year,Fiber optic,No,Bank transfer,2,0,26.88,507.17,0
CUST0530,Female,54,20,Two year,Fiber optic,No,Bank transfer,2,0,80.94,1681.98,0
CUST0531,Female,50,57,One year,Fiber optic,No,Mailed check,2,3,29.61,1854.18,0
CUST0532,Male,40,18,Month-to-month,No,Yes,Credit card,3,0,53.21,1039.23,0
CUST0533,Male,28,47,Month-to-month,Fiber optic,No,Credit card,2,1,69.76,3059.44,0
CUST0534,Female,41,49,Month-to-month,No,Yes,Mailed check,2,0,107.17,5945.89,0
CUST0535,Female,41,14,Two year,Fiber optic,No,Electronic check,2,3,68.34,848.94,0
CUST0536,Female,24,15,Two year,No,No,Mailed check,1,2,89.63,1495.75,0
CUST0537,Female,67,31,Month-to-month,DSL,No,Electronic check,1,2,119.27,4219.74,1
CUST0538,Male,38,1,Month-to-month,DSL,No,Bank transfer,4,4,31.41,28.37,0
CUST0539,Female,37,54,Month-to-month,Fiber optic,No,Credit card,3,0,46.02,2650.64,0
CUST0540,Male,70,3,Month-to-month,No,Yes,Electronic check,2,1,58.25,150.65,0
CUST0541,Female,27,16,One year,DSL,Yes,Electronic check,2,2,61.03,948.77,0
CUST0542,Female,42,57,Month-to-month,No,No,Bank transfer,1,1,59.92,3432.12,0
CUST0543,Female,64,12,Month-to-month,DSL,No,Credit card,2,2,110.58,1359.06,0
CUST0544,Female,53,16,Month-to-month,DSL,No,Bank transfer,2,2,90.83,1643.34,1
CUST0545,Male,65,24,Month-to-month,DSL,No,Credit card,2,0,80.01,2019.47,0
CUST0546,Male,64,28,Two year,Fiber optic,Yes,Credit card,2,2,49.56,1379.89,0
CUST0547,Male,32,8,Month-to-month,No,No,Bank transfer,1,0,102.03,892.07,0
CUST0548,Female,61,36,Two year,DSL,Yes,Electronic check,1,2,115.42,4716.73,0
CUST0549,Male,57,8,Month-to-month,Fiber optic,Yes,Mailed check,4,0,101.76,697.36,1
CUST0550,Female,57,58,Month-to-month,DSL,Yes,Credit card,2,2,18.16,1205.75,1
CUST0551,Female,67,60,One year,Fiber optic,No,Credit card,2,1,82.91,4356.95,0
CUST0552,Male,23,50,One year,DSL,No,Mailed check,1,2,23.22,1270.5,0
CUST0553,Female,54,28,One year,Fiber optic,Yes,Mailed check,1,3,44.28,1158.14,0
CUST0554,Female,19,41,Month-to-month,Fiber optic,No,Bank transfer,3,1,24.07,877.97,0
CUST0555,Male,29,64,Month-to-month,Fiber optic,No,Credit card,2,1,79.59,5001.85,1
CUST0556,Female,21,27,One year,DSL,No,Bank transfer,2,1,88.03,2479.46,0
CUST0557,Female,40,63,Month-to-month,DSL,No,Mailed check,1,1,29.68,1803.06,0
CUST0558,Male,30,17,Month-to-month,Fiber optic,Yes,Bank transfer,3,3,57.15,841.72,1
CUST0559,Male,34,33,One year,No,No,Credit card,1,1,64.54,2193.37,0
CUST0560,Female,48,29,Month-to-month,No,Yes,Electronic check,1,0,55.64,1808.35,0
CUST0561,Male,33,13,Month-to-month,No,No,Electronic check,2,2,30.34,380.6,0
CUST0562,Female,58,46,Month-to-month,No,No,Credit card,1,2,60.73,2555.85,0
CUST0563,Male,43,35,Two year,Fiber optic,Yes,Bank transfer,1,0,94.62,3254.65,0
CUST0564,Female,45,6,Month-to-month,DSL,No,Mailed check,2,1,25.24,130.92,1
CUST0565,Male,18,69,Two year,DSL,Yes,Mailed check,2,0,26.18,1980.1,0
CUST0566,Male,64,47,Month-to-month,Fiber optic,No,Electronic check,3,1,54.19,2796.28,1
CUST0567,Female,29,25,One year,Fiber optic,Yes,Bank transfer,2,1,114.06,2926.78,1
CUST0568,Male,54,66,Month-to-month,No,No,Mailed check,1,1,86.19,5437.85,0
CUST0569,Male,72,10,Month-to-month,DSL,No,Mailed check,1,3,87.22,950.64,1
CUST0570,Female,73,56,Two year,Fiber optic,Yes,Credit card,4,0,54.92,3125.98,0
CUST0571,Male,67,30,Two year,Fiber optic,No,Bank transfer,2,1,78.55,2586.92,0
CUST0572,Male,37,5,One year,Fiber optic,No,Bank transfer,3,3,19.03,98.9,0
CUST0573,Male,19,33,Two year,DSL,No,Mailed check,1,0,82.88,2968.4,0
CUST0574,Female,53,65,Month-to-month,Fiber optic,No,Bank transfer,2,1,111.16,7439.05,0
CUST0575,Male,32,18,Month-to-month,DSL,No,Bank transfer,1,0,80.48,1411.33,0
CUST0576,Female,55,49,Month-to-month,No,No,Bank transfer,2,1,107.12,5969.99,0
CUST0577,Female,39,11,Two year,No,Yes,Credit card,4,1,91.85,1022.81,0
CUST0578,Male,61,26,Month-to-month,Fiber optic,No,Mailed check,4,4,30.3,812.64,1
CUST0579,Female,67,63,Two year,Fiber optic,Yes,Electronic check,2,1,110.05,6351.78,0
CUST0580,Female,49,59,Month-to-month,Fiber optic,No,Bank transfer,2,0,24.78,1517.13,0
CUST0581,Female,37,27,One year,Fiber optic,No,Mailed check,4,1,72.46,1998.45,0
CUST0582,Female,53,49,Month-to-month,DSL,No,Electronic check,2,1,32.5,1441.93,0
CUST0583,Male,50,33,Month-to-month,No,No,Credit card,1,1,19.19,549.6,0
CUST0584,Male,32,1,One year,Fiber optic,Yes,Mailed check,2,0,61.05,62.96,0
CUST0585,Male,67,21,Month-to-month,DSL,Yes,Credit card,1,0,48.09,1089.78,0
CUST0586,Female,63,55,Two year,Fiber optic,Yes,Mailed check,2,0,67.57,3742.44,0
CUST0587,Female,20,6,One year,DSL,No,Credit card,2,0,76.87,423.41,0
CUST0588,Male,46,69,One year,DSL,No,Mailed check,2,1,22.46,1627.16,1
CUST0589,Female,64,5,Two year,Fiber optic,No,Credit card,2,1,30.55,133.51,1
CUST0590,Male,44,3,One year,Fiber optic,Yes,Electronic check,1,2,74.98,221.01,0
CUST0591,Female,22,53,One year,Fiber optic,No,Mailed check,2,1,53.0,2525.32,1
CUST0592,Male,73,23,Month-to-month,No,No,Electronic check,3,1,92.38,1923.61,1
